Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
28129,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,"0,11","$10.430,00","4,31",Los Angeles,2021-01-24,573,4639,9,Outdoor Adventurers,1,January
28130,NexGen Systems,Social Media,All Ages,15 days,Instagram,"0,13","$10.067,00","3,1",Chicago,2021-01-25,245,3667,4,Health & Wellness,1,January
28131,NexGen Systems,Social Media,All Ages,60 days,YouTube,"0,01","$18.757,00","3,21",Houston,2021-01-26,250,7140,7,Foodies,1,January
28132,DataTech Solutions,Display,Men 25-34,60 days,Google Ads,"0,05","$6.645,00","4,06",Houston,2021-01-27,106,3886,5,Health & Wellness,1,January
28133,DataTech Solutions,Search,Women 35-44,15 days,Instagram,"0,07","$11.977,00","6,91",Miami,2021-01-28,258,6671,10,Outdoor Adventurers,1,January
28134,NexGen Systems,Search,Women 35-44,15 days,YouTube,"0,04","$14.438,00","3,18",Houston,2021-01-29,254,3523,9,Foodies,1,January
28135,DataTech Solutions,Search,Men 18-24,30 days,Website,"0,11","$15.971,00","6,27",Miami,2021-01-30,236,7473,6,Fashionistas,1,January
28136,TechCorp,Email,Men 18-24,15 days,Facebook,"0,14","$18.450,00","2,69",New York,2021-01-31,341,7514,9,Outdoor Adventurers,1,January
28471,Innovate Industries,Search,Men 18-24,15 days,Instagram,"0,13","$9.125,00","5,26",Miami,2021-01-01,573,9446,1,Health & Wellness,1,January
28472,Innovate Industries,Display,Men 18-24,45 days,Google Ads,"0,03","$16.625,00","4,94",Miami,2021-01-02,996,7133,4,Health & Wellness,1,January
28473,NexGen Systems,Search,All Ages,45 days,Facebook,"0,04","$19.637,00","5,9",Los Angeles,2021-01-03,919,6591,3,Fashionistas,1,January
28474,Innovate Industries,Email,All Ages,30 days,YouTube,"0,12","$7.835,00","4,32",Miami,2021-01-04,488,6154,9,Outdoor Adventurers,1,January
28475,Innovate Industries,Search,Men 25-34,15 days,Facebook,"0,11","$11.086,00","2,58",Los Angeles,2021-01-05,215,1654,2,Health & Wellness,1,January
28476,TechCorp,Search,Men 18-24,45 days,YouTube,"0,07","$10.961,00","2,08",Miami,2021-01-06,968,4252,2,Fashionistas,1,January
28477,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,"0,13","$5.179,00","2,2",Miami,2021-01-07,298,3262,8,Outdoor Adventurers,1,January
28478,DataTech Solutions,Social Media,Women 25-34,60 days,Email,"0,13","$10.579,00","2,64",Miami,2021-01-08,339,3230,5,Foodies,1,January
28479,NexGen Systems,Influencer,Women 35-44,45 days,Google Ads,"0,05","$13.746,00","3,97",Miami,2021-01-09,540,4304,2,Foodies,1,January
28480,Innovate Industries,Email,Men 25-34,30 days,Instagram,"0,08","$13.897,00","4,01",Houston,2021-01-10,470,5114,8,Foodies,1,January
28481,Alpha Innovations,Social Media,All Ages,30 days,Instagram,"0,04","$7.571,00","5,34",New York,2021-01-11,296,3608,2,Tech Enthusiasts,1,January
28482,Alpha Innovations,Social Media,All Ages,45 days,Facebook,"0,02","$12.041,00","2,25",Los Angeles,2021-01-12,885,6239,1,Foodies,1,January
28483,Innovate Industries,Display,All Ages,30 days,Facebook,"0,02","$14.511,00","4,61",New York,2021-01-13,113,6005,1,Fashionistas,1,January
28484,Innovate Industries,Email,Women 25-34,15 days,Instagram,"0,12","$14.575,00","7,25",Chicago,2021-01-14,157,3101,7,Outdoor Adventurers,1,January
28485,DataTech Solutions,Search,All Ages,45 days,Email,"0,12","$5.600,00","7,32",Houston,2021-01-15,533,2648,9,Foodies,1,January
28486,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,"0,1","$19.589,00","4,58",Miami,2021-01-16,719,7671,6,Foodies,1,January
28487,Alpha Innovations,Display,Women 25-34,30 days,Instagram,"0,01","$19.250,00","7,6",New York,2021-01-17,852,2233,5,Fashionistas,1,January
28488,NexGen Systems,Email,Men 25-34,60 days,Email,"0,01","$6.919,00","3,35",New York,2021-01-18,674,8778,10,Fashionistas,1,January
28489,DataTech Solutions,Influencer,Women 25-34,15 days,Email,"0,04","$5.667,00","3,86",Los Angeles,2021-01-19,613,9144,3,Tech Enthusiasts,1,January
28490,Alpha Innovations,Influencer,All Ages,15 days,Email,"0,12","$8.442,00","4,7",Miami,2021-01-20,502,9216,3,Health & Wellness,1,January
28491,Innovate Industries,Social Media,Men 25-34,45 days,Instagram,"0,04","$16.446,00","5,31",New York,2021-01-21,778,1551,6,Fashionistas,1,January
28492,TechCorp,Search,All Ages,15 days,Email,"0,14","$10.118,00","7,71",Miami,2021-01-22,227,6039,9,Health & Wellness,1,January
28493,Alpha Innovations,Search,Men 25-34,30 days,YouTube,"0,13","$8.464,00","7,43",Chicago,2021-01-23,504,1109,7,Health & Wellness,1,January
28494,NexGen Systems,Search,Men 25-34,60 days,Instagram,"0,13","$6.133,00","2,86",Houston,2021-01-24,151,3941,7,Health & Wellness,1,January
28495,TechCorp,Influencer,Men 18-24,30 days,Facebook,"0,06","$19.163,00","4,34",New York,2021-01-25,911,4334,2,Foodies,1,January
28496,DataTech Solutions,Search,Women 35-44,15 days,Instagram,"0,05","$9.876,00","7,38",Houston,2021-01-26,291,6624,2,Tech Enthusiasts,1,January
28497,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,"0,06","$17.293,00","2,63",Chicago,2021-01-27,151,2174,3,Foodies,1,January
28498,Innovate Industries,Social Media,Men 25-34,45 days,Website,"0,08","$15.219,00","3,42",Los Angeles,2021-01-28,309,5901,10,Foodies,1,January
28499,TechCorp,Display,All Ages,15 days,Google Ads,"0,12","$19.419,00","3,67",Miami,2021-01-29,778,6001,4,Outdoor Adventurers,1,January
28500,NexGen Systems,Search,Women 35-44,60 days,Google Ads,"0,05","$7.129,00","5,63",Chicago,2021-01-30,665,6134,3,Tech Enthusiasts,1,January
28501,DataTech Solutions,Social Media,Men 18-24,60 days,YouTube,"0,09","$18.823,00","3,71",New York,2021-01-31,349,7109,1,Foodies,1,January
28836,Alpha Innovations,Influencer,Men 25-34,60 days,Facebook,"0,11","$7.440,00","3,88",Chicago,2021-01-01,589,7996,1,Tech Enthusiasts,1,January
28837,TechCorp,Display,Women 35-44,60 days,Facebook,"0,06","$5.787,00","7,43",New York,2021-01-02,441,7349,9,Fashionistas,1,January
28838,Innovate Industries,Display,Men 25-34,30 days,Google Ads,"0,04","$18.119,00","4,58",Miami,2021-01-03,578,9692,8,Foodies,1,January
28839,DataTech Solutions,Email,Men 25-34,60 days,YouTube,"0,03","$8.896,00","6,97",Chicago,2021-01-04,530,5992,5,Tech Enthusiasts,1,January
28840,Alpha Innovations,Social Media,Men 18-24,30 days,Email,"0,04","$16.688,00","6,46",Chicago,2021-01-05,743,3615,8,Outdoor Adventurers,1,January
28841,Alpha Innovations,Display,Women 25-34,45 days,Email,"0,06","$8.680,00","4,8",Chicago,2021-01-06,608,6319,10,Tech Enthusiasts,1,January
28842,TechCorp,Social Media,Women 35-44,45 days,Google Ads,"0,05","$17.426,00","3,4",New York,2021-01-07,683,3085,4,Health & Wellness,1,January
28843,TechCorp,Social Media,Women 35-44,30 days,Email,"0,09","$6.643,00","3,78",Los Angeles,2021-01-08,897,1380,2,Health & Wellness,1,January
28844,TechCorp,Search,Women 35-44,60 days,Google Ads,"0,15","$12.208,00","5,28",Los Angeles,2021-01-09,858,3517,10,Fashionistas,1,January
28845,TechCorp,Social Media,All Ages,45 days,Instagram,"0,11","$7.190,00","2,01",New York,2021-01-10,846,8494,3,Fashionistas,1,January
28846,Alpha Innovations,Social Media,Women 25-34,30 days,Email,"0,05","$17.685,00","6,38",Los Angeles,2021-01-11,270,6294,7,Fashionistas,1,January
28847,DataTech Solutions,Email,Women 25-34,60 days,Email,"0,03","$13.650,00","4,61",Houston,2021-01-12,831,7708,7,Health & Wellness,1,January
28848,Alpha Innovations,Display,Men 18-24,15 days,Website,"0,01","$7.875,00","4,67",Houston,2021-01-13,173,8068,8,Foodies,1,January
28849,TechCorp,Social Media,Men 25-34,30 days,Facebook,"0,01","$17.996,00","5,39",New York,2021-01-14,755,1203,1,Tech Enthusiasts,1,January
28850,DataTech Solutions,Display,Men 18-24,60 days,Instagram,"0,07","$10.589,00","3,97",Miami,2021-01-15,625,1372,4,Health & Wellness,1,January
28851,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,"0,04","$17.695,00","2,04",Houston,2021-01-16,933,5946,7,Health & Wellness,1,January
28852,TechCorp,Display,Women 25-34,30 days,Website,"0,11","$12.503,00","2,35",Houston,2021-01-17,859,4508,2,Fashionistas,1,January
28853,Alpha Innovations,Email,Women 25-34,45 days,Instagram,"0,13","$19.298,00","4,19",New York,2021-01-18,781,1521,4,Health & Wellness,1,January
28854,DataTech Solutions,Email,Men 18-24,30 days,Email,"0,05","$17.991,00","4,62",New York,2021-01-19,773,7134,5,Outdoor Adventurers,1,January
28855,Innovate Industries,Search,Women 25-34,30 days,YouTube,"0,12","$15.847,00","5,94",Chicago,2021-01-20,814,5383,1,Fashionistas,1,January
28856,TechCorp,Influencer,Men 25-34,45 days,Website,"0,08","$15.037,00","5,4",Houston,2021-01-21,614,4627,9,Health & Wellness,1,January
28857,Alpha Innovations,Email,Men 25-34,60 days,Email,"0,05","$17.961,00","2,68",Chicago,2021-01-22,292,3265,8,Tech Enthusiasts,1,January
28858,Innovate Industries,Search,All Ages,15 days,Website,"0,08","$7.096,00","6,34",Miami,2021-01-23,666,7187,8,Tech Enthusiasts,1,January
28859,TechCorp,Social Media,Women 25-34,45 days,YouTube,"0,03","$19.728,00","6,82",Miami,2021-01-24,460,2194,9,Outdoor Adventurers,1,January
28860,NexGen Systems,Search,Men 25-34,30 days,Facebook,"0,04","$6.985,00","4,14",Houston,2021-01-25,370,1109,4,Health & Wellness,1,January
28861,DataTech Solutions,Influencer,Women 25-34,60 days,Facebook,"0,05","$7.837,00","6,58",Chicago,2021-01-26,558,9175,4,Fashionistas,1,January
28862,Innovate Industries,Search,Women 35-44,30 days,Google Ads,"0,11","$8.260,00","5,13",Los Angeles,2021-01-27,107,7375,2,Tech Enthusiasts,1,January
28863,Alpha Innovations,Display,Men 25-34,15 days,Instagram,"0,01","$19.744,00","7,37",Miami,2021-01-28,386,8164,4,Outdoor Adventurers,1,January
28864,Alpha Innovations,Social Media,Men 18-24,60 days,Instagram,"0,02","$16.235,00","6,32",Chicago,2021-01-29,667,7719,3,Tech Enthusiasts,1,January
28865,NexGen Systems,Search,Men 18-24,60 days,Email,"0,02","$8.724,00","7,21",Miami,2021-01-30,276,3003,4,Health & Wellness,1,January
28866,TechCorp,Email,Men 25-34,30 days,Instagram,"0,13","$13.763,00","3,9",Miami,2021-01-31,763,8489,2,Foodies,1,January
29201,NexGen Systems,Email,Men 18-24,60 days,Instagram,"0,13","$11.571,00","6,25",Los Angeles,2021-01-01,899,8821,5,Fashionistas,1,January
29202,TechCorp,Email,All Ages,60 days,Instagram,"0,08","$11.779,00","2,24",Houston,2021-01-02,681,2515,10,Fashionistas,1,January
29203,Innovate Industries,Social Media,Men 18-24,60 days,YouTube,"0,03","$14.161,00","2,75",Miami,2021-01-03,813,8320,6,Outdoor Adventurers,1,January
29204,Alpha Innovations,Influencer,Men 25-34,15 days,Instagram,"0,08","$5.430,00","7,09",Los Angeles,2021-01-04,583,6023,4,Health & Wellness,1,January
29205,TechCorp,Email,Men 25-34,45 days,YouTube,"0,08","$14.098,00","6,44",Chicago,2021-01-05,258,9303,9,Health & Wellness,1,January
29206,Innovate Industries,Display,All Ages,30 days,Website,"0,14","$8.206,00","5,53",Miami,2021-01-06,594,4641,9,Health & Wellness,1,January
29207,NexGen Systems,Social Media,Women 35-44,45 days,Facebook,"0,03","$10.633,00","5,16",Chicago,2021-01-07,209,7944,9,Outdoor Adventurers,1,January
29208,Alpha Innovations,Email,Women 25-34,45 days,Facebook,"0,15","$6.237,00","6,96",Houston,2021-01-08,859,3632,9,Outdoor Adventurers,1,January
29209,DataTech Solutions,Social Media,Women 35-44,15 days,Facebook,"0,09","$15.095,00","3,4",New York,2021-01-09,673,4210,3,Fashionistas,1,January
29210,Innovate Industries,Display,Men 25-34,60 days,Google Ads,"0,05","$19.634,00","2,9",Houston,2021-01-10,473,6949,10,Fashionistas,1,January
29211,Alpha Innovations,Social Media,Men 18-24,15 days,Instagram,"0,06","$18.456,00","2,36",New York,2021-01-11,322,7236,2,Fashionistas,1,January
29212,Alpha Innovations,Influencer,Women 35-44,15 days,Email,"0,04","$12.444,00","6,28",Los Angeles,2021-01-12,241,9294,1,Foodies,1,January
29213,Alpha Innovations,Email,Men 25-34,15 days,Email,"0,07","$6.225,00","7,47",Los Angeles,2021-01-13,973,5459,6,Foodies,1,January
29214,TechCorp,Display,All Ages,15 days,Email,"0,12","$10.428,00","6,94",Los Angeles,2021-01-14,380,1246,10,Foodies,1,January
29215,NexGen Systems,Influencer,Men 25-34,45 days,Instagram,"0,05","$13.803,00","4,1",New York,2021-01-15,706,6589,2,Outdoor Adventurers,1,January
29216,NexGen Systems,Display,All Ages,30 days,Website,"0,12","$7.484,00","7,71",Los Angeles,2021-01-16,324,2185,4,Foodies,1,January
29217,Innovate Industries,Social Media,Women 35-44,60 days,Website,"0,15","$17.972,00","6,99",New York,2021-01-17,794,4056,3,Foodies,1,January
29218,TechCorp,Display,Men 18-24,30 days,Facebook,"0,13","$9.659,00","2,96",Chicago,2021-01-18,339,8400,2,Outdoor Adventurers,1,January
29219,TechCorp,Display,All Ages,60 days,YouTube,"0,13","$9.701,00","7,96",Chicago,2021-01-19,818,1634,8,Foodies,1,January
29220,Alpha Innovations,Search,All Ages,45 days,Facebook,"0,02","$12.726,00","2,08",Miami,2021-01-20,171,6885,5,Tech Enthusiasts,1,January
29221,DataTech Solutions,Email,Women 25-34,45 days,Facebook,"0,14","$10.776,00","5,91",Los Angeles,2021-01-21,115,3413,6,Health & Wellness,1,January
29222,Innovate Industries,Influencer,Women 35-44,30 days,Google Ads,"0,01","$14.064,00","4,29",New York,2021-01-22,641,2013,8,Outdoor Adventurers,1,January
29223,Alpha Innovations,Search,Men 25-34,30 days,Instagram,"0,02","$6.662,00","7,42",Miami,2021-01-23,994,8077,8,Foodies,1,January
29224,TechCorp,Social Media,Women 25-34,45 days,Google Ads,"0,02","$10.279,00","6,45",Los Angeles,2021-01-24,282,1587,6,Fashionistas,1,January
29225,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,"0,11","$10.642,00","6,31",Chicago,2021-01-25,432,1249,8,Fashionistas,1,January
29226,Alpha Innovations,Social Media,Women 35-44,60 days,Website,"0,12","$13.260,00","4,23",Houston,2021-01-26,352,5413,10,Fashionistas,1,January
29227,DataTech Solutions,Influencer,Women 25-34,15 days,YouTube,"0,05","$14.087,00","7,33",Chicago,2021-01-27,161,8550,10,Outdoor Adventurers,1,January
29228,Innovate Industries,Search,Women 35-44,45 days,Website,"0,09","$13.682,00","2,81",Houston,2021-01-28,676,9902,3,Tech Enthusiasts,1,January
29229,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,"0,02","$9.378,00","3,6",Chicago,2021-01-29,499,5664,4,Outdoor Adventurers,1,January
29230,NexGen Systems,Influencer,Men 25-34,15 days,Email,"0,08","$10.547,00","6,62",New York,2021-01-30,332,1414,1,Outdoor Adventurers,1,January
29231,Innovate Industries,Email,All Ages,45 days,YouTube,"0,15","$15.571,00","3,1",New York,2021-01-31,438,7046,2,Health & Wellness,1,January
29566,Innovate Industries,Search,Women 25-34,30 days,Google Ads,"0,06","$15.173,00","2,94",New York,2021-01-01,775,7560,10,Fashionistas,1,January
29567,Innovate Industries,Influencer,All Ages,60 days,Website,"0,14","$15.153,00","6,15",Houston,2021-01-02,475,1884,9,Foodies,1,January
29568,Innovate Industries,Influencer,Men 18-24,15 days,Instagram,"0,09","$12.829,00","2,46",Chicago,2021-01-03,134,7040,9,Fashionistas,1,January
29569,DataTech Solutions,Email,Women 25-34,45 days,Email,"0,13","$11.366,00","7,84",New York,2021-01-04,878,7831,3,Foodies,1,January
29570,Innovate Industries,Email,Men 18-24,15 days,Instagram,"0,11","$13.701,00","6,48",Chicago,2021-01-05,650,6384,7,Foodies,1,January
29571,DataTech Solutions,Influencer,All Ages,45 days,YouTube,"0,09","$6.998,00","3,17",Houston,2021-01-06,205,3053,7,Health & Wellness,1,January
29572,NexGen Systems,Search,Women 35-44,30 days,Website,"0,14","$12.034,00","2,2",Miami,2021-01-07,672,2509,1,Health & Wellness,1,January
29573,DataTech Solutions,Social Media,All Ages,60 days,Google Ads,"0,1","$7.572,00","4,53",Chicago,2021-01-08,176,6559,7,Health & Wellness,1,January
29574,TechCorp,Display,Men 18-24,45 days,Google Ads,"0,12","$13.669,00","6,79",New York,2021-01-09,110,9290,5,Fashionistas,1,January
29575,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,"0,08","$10.987,00","6,75",Los Angeles,2021-01-10,414,3388,1,Foodies,1,January
29576,DataTech Solutions,Email,All Ages,60 days,YouTube,"0,14","$7.974,00","3,81",Chicago,2021-01-11,621,8210,5,Foodies,1,January
29577,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,"0,04","$10.873,00","4,71",New York,2021-01-12,770,5991,9,Tech Enthusiasts,1,January
29578,DataTech Solutions,Influencer,Men 18-24,45 days,Instagram,"0,13","$18.896,00","7,41",Chicago,2021-01-13,859,3900,3,Fashionistas,1,January
29579,Innovate Industries,Social Media,All Ages,30 days,YouTube,"0,06","$11.395,00","4,28",New York,2021-01-14,509,9524,6,Tech Enthusiasts,1,January
29580,Alpha Innovations,Email,Women 25-34,45 days,Website,"0,02","$17.810,00","7,64",Houston,2021-01-15,396,1928,6,Outdoor Adventurers,1,January
29581,Alpha Innovations,Display,Men 25-34,15 days,Instagram,"0,04","$15.584,00","7,3",Miami,2021-01-16,187,3405,5,Health & Wellness,1,January
29582,Innovate Industries,Social Media,Women 35-44,60 days,Email,"0,12","$14.783,00","3,66",Chicago,2021-01-17,443,5940,3,Health & Wellness,1,January
29583,Alpha Innovations,Email,Women 25-34,15 days,Google Ads,"0,02","$11.826,00","3,13",Miami,2021-01-18,498,9068,3,Fashionistas,1,January
29584,TechCorp,Social Media,Men 18-24,60 days,Facebook,"0,06","$11.478,00",7,Houston,2021-01-19,563,3027,2,Tech Enthusiasts,1,January
29585,NexGen Systems,Search,Women 25-34,60 days,Website,"0,06","$9.979,00","5,53",Houston,2021-01-20,522,6813,1,Outdoor Adventurers,1,January
29586,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,"0,03","$10.072,00","2,56",Houston,2021-01-21,974,5826,3,Tech Enthusiasts,1,January
29587,NexGen Systems,Social Media,Men 18-24,45 days,YouTube,"0,14","$11.795,00","3,93",Chicago,2021-01-22,863,8443,6,Tech Enthusiasts,1,January
29588,TechCorp,Search,Men 18-24,45 days,Google Ads,"0,1","$15.147,00","6,36",Miami,2021-01-23,372,3915,6,Fashionistas,1,January
29589,Alpha Innovations,Search,All Ages,15 days,Facebook,"0,14","$10.501,00","5,41",Houston,2021-01-24,137,8929,10,Fashionistas,1,January
29590,Alpha Innovations,Email,Women 25-34,60 days,Instagram,"0,05","$18.955,00","4,06",Chicago,2021-01-25,721,9741,3,Outdoor Adventurers,1,January
29591,TechCorp,Search,Men 25-34,60 days,YouTube,"0,07","$7.258,00","6,45",Miami,2021-01-26,112,9943,4,Health & Wellness,1,January
29592,Innovate Industries,Influencer,Men 25-34,60 days,Facebook,"0,11","$5.620,00","4,91",Houston,2021-01-27,660,3521,3,Tech Enthusiasts,1,January
29593,TechCorp,Influencer,All Ages,60 days,Instagram,"0,1","$5.759,00","2,76",Miami,2021-01-28,980,2105,2,Fashionistas,1,January
29594,Innovate Industries,Social Media,All Ages,45 days,Google Ads,"0,1","$15.054,00","7,3",Houston,2021-01-29,152,7302,6,Tech Enthusiasts,1,January
29595,Alpha Innovations,Social Media,Women 25-34,60 days,Email,"0,1","$5.219,00","6,25",Chicago,2021-01-30,606,2486,10,Tech Enthusiasts,1,January
29596,DataTech Solutions,Email,Women 35-44,30 days,YouTube,"0,04","$12.145,00","5,18",Chicago,2021-01-31,144,4445,1,Outdoor Adventurers,1,January
29931,NexGen Systems,Search,Women 25-34,15 days,YouTube,"0,12","$14.358,00","4,58",Miami,2021-01-01,850,7910,4,Health & Wellness,1,January
29932,TechCorp,Email,Women 25-34,15 days,Website,"0,07","$9.707,00","3,74",Houston,2021-01-02,537,9781,6,Health & Wellness,1,January
29933,Alpha Innovations,Email,All Ages,60 days,Facebook,"0,08","$19.662,00","2,64",Chicago,2021-01-03,710,6342,7,Fashionistas,1,January
29934,Alpha Innovations,Search,All Ages,45 days,Website,"0,04","$10.853,00","7,87",Chicago,2021-01-04,124,8155,7,Fashionistas,1,January
29935,TechCorp,Influencer,Men 25-34,15 days,Google Ads,"0,06","$8.836,00","7,01",Miami,2021-01-05,412,4428,10,Health & Wellness,1,January
29936,DataTech Solutions,Display,Women 25-34,15 days,Instagram,"0,12","$7.643,00","6,09",Houston,2021-01-06,716,4080,7,Outdoor Adventurers,1,January
29937,DataTech Solutions,Social Media,Men 18-24,15 days,Email,"0,08","$16.212,00","6,71",New York,2021-01-07,147,2857,4,Tech Enthusiasts,1,January
29938,NexGen Systems,Social Media,Women 25-34,45 days,Instagram,"0,12","$19.070,00","6,06",Houston,2021-01-08,214,9111,4,Fashionistas,1,January
29939,DataTech Solutions,Social Media,Men 25-34,15 days,Facebook,"0,06","$9.002,00","3,05",Houston,2021-01-09,260,1196,10,Foodies,1,January
29940,TechCorp,Email,Men 25-34,45 days,Facebook,"0,02","$12.620,00","2,53",Los Angeles,2021-01-10,178,8938,9,Tech Enthusiasts,1,January
29941,Alpha Innovations,Social Media,Women 25-34,45 days,Email,"0,02","$17.282,00","3,5",Houston,2021-01-11,677,6829,5,Health & Wellness,1,January
29942,Alpha Innovations,Social Media,Women 25-34,30 days,Facebook,"0,07","$7.469,00","4,73",Chicago,2021-01-12,366,4505,3,Health & Wellness,1,January
29943,NexGen Systems,Search,Men 25-34,60 days,Facebook,"0,06","$14.590,00","2,3",Houston,2021-01-13,804,7054,7,Fashionistas,1,January
29944,Innovate Industries,Social Media,All Ages,30 days,YouTube,"0,12","$10.574,00","7,06",Chicago,2021-01-14,678,6393,9,Health & Wellness,1,January
29945,Innovate Industries,Influencer,Women 25-34,45 days,Instagram,"0,08","$18.489,00","2,17",Miami,2021-01-15,780,3901,5,Tech Enthusiasts,1,January
29946,TechCorp,Display,Men 25-34,60 days,YouTube,"0,15","$5.248,00","6,41",Houston,2021-01-16,941,1493,10,Outdoor Adventurers,1,January
29947,NexGen Systems,Email,Women 25-34,15 days,Email,"0,03","$6.613,00","6,88",Houston,2021-01-17,737,8598,2,Foodies,1,January
29948,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,"0,09","$14.460,00","6,88",Miami,2021-01-18,346,8913,9,Tech Enthusiasts,1,January
29949,TechCorp,Social Media,Men 25-34,60 days,YouTube,"0,04","$14.050,00","2,88",Chicago,2021-01-19,865,4764,8,Fashionistas,1,January
29950,TechCorp,Email,Men 18-24,30 days,YouTube,"0,09","$6.408,00","7,18",Miami,2021-01-20,355,2116,10,Health & Wellness,1,January
29951,DataTech Solutions,Display,Women 35-44,30 days,YouTube,"0,14","$8.763,00","2,53",New York,2021-01-21,372,9794,8,Health & Wellness,1,January
29952,Alpha Innovations,Search,Men 18-24,60 days,Facebook,"0,1","$14.758,00","5,93",Houston,2021-01-22,594,4289,1,Foodies,1,January
29953,NexGen Systems,Social Media,Men 18-24,15 days,Facebook,"0,08","$5.711,00","7,6",Chicago,2021-01-23,535,9528,8,Tech Enthusiasts,1,January
29954,Innovate Industries,Social Media,Women 35-44,45 days,Email,"0,09","$16.993,00","6,58",New York,2021-01-24,948,3816,7,Fashionistas,1,January
29955,Innovate Industries,Social Media,Men 25-34,30 days,Website,"0,09","$11.719,00","4,94",Chicago,2021-01-25,295,7104,2,Outdoor Adventurers,1,January
29956,TechCorp,Influencer,Women 35-44,45 days,Website,"0,03","$16.159,00","5,25",Chicago,2021-01-26,976,2961,7,Fashionistas,1,January
29957,DataTech Solutions,Email,All Ages,45 days,Google Ads,"0,03","$5.371,00","5,73",Los Angeles,2021-01-27,149,3895,7,Outdoor Adventurers,1,January
29958,DataTech Solutions,Social Media,Women 35-44,60 days,Google Ads,"0,12","$15.350,00","6,69",Chicago,2021-01-28,671,4962,10,Foodies,1,January
29959,Innovate Industries,Influencer,Women 35-44,15 days,YouTube,"0,05","$13.304,00","5,26",New York,2021-01-29,744,2031,6,Health & Wellness,1,January
29960,Innovate Industries,Display,Women 35-44,30 days,Instagram,"0,03","$16.833,00","4,84",Chicago,2021-01-30,908,4996,2,Health & Wellness,1,January
29961,Innovate Industries,Display,Women 25-34,15 days,Website,"0,09","$19.132,00","3,01",Los Angeles,2021-01-31,566,9107,2,Fashionistas,1,January
30296,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,"0,09","$16.299,00","7,14",Los Angeles,2021-01-01,511,1417,7,Foodies,1,January
30297,DataTech Solutions,Search,Women 35-44,15 days,Website,"0,04","$13.724,00","7,73",Houston,2021-01-02,130,6778,1,Tech Enthusiasts,1,January
30298,Alpha Innovations,Influencer,Men 18-24,15 days,Email,"0,03","$13.098,00","5,84",Chicago,2021-01-03,553,8708,8,Outdoor Adventurers,1,January
30299,DataTech Solutions,Social Media,Women 35-44,60 days,Email,"0,12","$7.042,00","3,38",Houston,2021-01-04,674,3248,7,Fashionistas,1,January
30300,TechCorp,Social Media,Men 18-24,60 days,Email,"0,08","$11.378,00","4,43",New York,2021-01-05,566,5091,1,Outdoor Adventurers,1,January
30301,DataTech Solutions,Influencer,All Ages,30 days,Website,"0,01","$13.711,00","7,95",Houston,2021-01-06,750,9291,2,Fashionistas,1,January
30302,Innovate Industries,Display,Women 25-34,15 days,Facebook,"0,13","$12.784,00","6,6",Miami,2021-01-07,650,7497,4,Outdoor Adventurers,1,January
30303,NexGen Systems,Influencer,All Ages,45 days,Instagram,"0,1","$19.234,00","2,76",Chicago,2021-01-08,612,7421,2,Health & Wellness,1,January
30304,DataTech Solutions,Email,Men 18-24,45 days,Email,"0,05","$9.332,00","4,23",Miami,2021-01-09,612,6744,5,Outdoor Adventurers,1,January
30305,Alpha Innovations,Search,Men 18-24,30 days,Website,"0,06","$6.949,00","2,37",New York,2021-01-10,535,3114,3,Fashionistas,1,January
30306,DataTech Solutions,Email,Women 35-44,30 days,Instagram,"0,01","$19.242,00","2,97",Miami,2021-01-11,519,7361,7,Health & Wellness,1,January
30307,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,"0,05","$15.483,00","3,07",Houston,2021-01-12,204,8334,6,Foodies,1,January
30308,TechCorp,Search,All Ages,15 days,Website,"0,02","$17.632,00","3,53",New York,2021-01-13,327,5098,5,Tech Enthusiasts,1,January
30309,TechCorp,Influencer,Women 35-44,60 days,Google Ads,"0,08","$18.776,00","6,11",Los Angeles,2021-01-14,633,1311,7,Tech Enthusiasts,1,January
30310,Innovate Industries,Social Media,Women 35-44,60 days,Google Ads,"0,07","$5.945,00","5,03",New York,2021-01-15,279,4934,4,Fashionistas,1,January
30311,TechCorp,Social Media,Women 25-34,30 days,Instagram,"0,1","$10.691,00","5,63",Houston,2021-01-16,219,1566,8,Fashionistas,1,January
30312,NexGen Systems,Influencer,Men 25-34,30 days,Website,"0,05","$7.027,00","5,87",Houston,2021-01-17,138,6780,3,Health & Wellness,1,January
30313,NexGen Systems,Social Media,Women 35-44,30 days,Website,"0,03","$7.697,00","6,34",Los Angeles,2021-01-18,830,1412,10,Health & Wellness,1,January
