Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Date,Clicks,Impressions,Engagement_Score,Customer_Segment,Month,Month_Name
23561,Innovate Industries,Influencer,Women 25-34,30 days,YouTube,"0,08","$6.544,00","4,32",Los Angeles,2021-07-20,496,9095,1,Fashionistas,7,July
23562,TechCorp,Search,Women 35-44,30 days,YouTube,"0,03","$16.823,00","6,36",New York,2021-07-21,245,5597,6,Foodies,7,July
23563,Innovate Industries,Display,Women 25-34,30 days,Email,"0,15","$18.526,00","6,43",Los Angeles,2021-07-22,645,5208,7,Fashionistas,7,July
23564,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,"0,02","$14.125,00","5,07",Chicago,2021-07-23,397,6825,6,Tech Enthusiasts,7,July
23565,Alpha Innovations,Search,Men 25-34,60 days,Google Ads,"0,07","$8.407,00","6,56",New York,2021-07-24,443,7748,2,Outdoor Adventurers,7,July
23566,TechCorp,Influencer,All Ages,60 days,Instagram,"0,11","$18.023,00","5,7",Los Angeles,2021-07-25,597,4273,9,Outdoor Adventurers,7,July
23567,TechCorp,Influencer,Women 25-34,30 days,YouTube,"0,08","$7.127,00","7,72",New York,2021-07-26,200,7492,3,Outdoor Adventurers,7,July
23568,Innovate Industries,Search,Men 18-24,45 days,Instagram,"0,12","$5.434,00","6,62",New York,2021-07-27,674,4374,2,Fashionistas,7,July
23569,NexGen Systems,Influencer,Women 25-34,30 days,Instagram,"0,04","$11.415,00","7,35",Chicago,2021-07-28,943,3900,3,Health & Wellness,7,July
23570,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,"0,06","$13.592,00","5,76",Los Angeles,2021-07-29,110,3342,2,Health & Wellness,7,July
23571,TechCorp,Influencer,Women 25-34,15 days,Website,"0,15","$19.404,00","4,92",Houston,2021-07-30,533,5836,10,Fashionistas,7,July
23572,NexGen Systems,Influencer,Men 18-24,60 days,YouTube,"0,01","$19.601,00","5,36",Houston,2021-07-31,766,5465,9,Foodies,7,July
23907,DataTech Solutions,Display,Women 25-34,30 days,YouTube,"0,1","$15.935,00","6,81",Miami,2021-07-01,131,5995,5,Tech Enthusiasts,7,July
23908,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,"0,12","$13.993,00","3,96",Miami,2021-07-02,798,8916,9,Tech Enthusiasts,7,July
23909,Innovate Industries,Search,All Ages,60 days,Google Ads,"0,1","$10.693,00","7,32",New York,2021-07-03,511,4354,2,Fashionistas,7,July
23910,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,"0,09","$11.407,00","5,32",Houston,2021-07-04,468,9230,10,Outdoor Adventurers,7,July
23911,DataTech Solutions,Display,Women 35-44,45 days,Email,"0,1","$10.016,00","4,75",Miami,2021-07-05,411,8628,3,Outdoor Adventurers,7,July
23912,Innovate Industries,Email,All Ages,45 days,Google Ads,"0,1","$5.372,00","7,55",Los Angeles,2021-07-06,779,1137,2,Tech Enthusiasts,7,July
23913,NexGen Systems,Display,All Ages,45 days,Instagram,"0,05","$5.070,00","2,55",Houston,2021-07-07,303,5752,9,Foodies,7,July
23914,Alpha Innovations,Influencer,Men 25-34,45 days,Facebook,"0,12","$17.587,00","5,45",Houston,2021-07-08,329,6639,4,Foodies,7,July
23915,Innovate Industries,Search,Women 25-34,30 days,Instagram,"0,13","$18.435,00","6,52",New York,2021-07-09,750,1689,10,Tech Enthusiasts,7,July
23916,TechCorp,Influencer,All Ages,15 days,Facebook,"0,09","$13.545,00","7,87",New York,2021-07-10,804,5869,2,Outdoor Adventurers,7,July
23917,DataTech Solutions,Social Media,Men 25-34,15 days,Email,"0,06","$19.246,00","5,85",New York,2021-07-11,777,1587,3,Foodies,7,July
23918,TechCorp,Social Media,Men 18-24,45 days,Website,"0,02","$8.766,00","6,82",New York,2021-07-12,415,6640,6,Health & Wellness,7,July
23919,Innovate Industries,Display,All Ages,30 days,YouTube,"0,05","$13.399,00","5,61",Houston,2021-07-13,239,3329,7,Fashionistas,7,July
23920,Alpha Innovations,Influencer,Women 25-34,45 days,Website,"0,05","$11.602,00","6,45",Los Angeles,2021-07-14,567,6596,10,Health & Wellness,7,July
23921,TechCorp,Social Media,Men 25-34,60 days,Website,"0,07","$8.071,00","6,93",Chicago,2021-07-15,684,3737,3,Outdoor Adventurers,7,July
23922,DataTech Solutions,Social Media,Men 25-34,45 days,Facebook,"0,04","$16.680,00","4,45",New York,2021-07-16,695,4203,9,Health & Wellness,7,July
23923,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,"0,14","$17.831,00","5,52",Los Angeles,2021-07-17,400,3728,6,Tech Enthusiasts,7,July
23924,DataTech Solutions,Display,Women 25-34,15 days,Facebook,"0,12","$11.489,00","2,9",Houston,2021-07-18,532,1042,6,Outdoor Adventurers,7,July
23925,Innovate Industries,Social Media,Men 18-24,30 days,Instagram,"0,01","$17.209,00","2,63",Chicago,2021-07-19,960,3275,1,Fashionistas,7,July
23926,TechCorp,Influencer,Men 18-24,15 days,Email,"0,02","$19.919,00","6,4",New York,2021-07-20,133,4486,7,Outdoor Adventurers,7,July
23927,Innovate Industries,Social Media,All Ages,45 days,Facebook,"0,14","$11.768,00","6,57",Houston,2021-07-21,666,5610,9,Health & Wellness,7,July
23928,Alpha Innovations,Social Media,Men 18-24,30 days,Email,"0,06","$7.072,00","7,64",Chicago,2021-07-22,853,7642,6,Health & Wellness,7,July
23929,NexGen Systems,Display,All Ages,60 days,YouTube,"0,08","$17.741,00","4,22",Chicago,2021-07-23,101,2364,1,Outdoor Adventurers,7,July
23930,DataTech Solutions,Email,Men 25-34,60 days,Email,"0,04","$14.472,00","2,08",Houston,2021-07-24,991,3511,2,Foodies,7,July
23931,Innovate Industries,Influencer,Men 18-24,15 days,Website,"0,07","$18.391,00","2,61",Los Angeles,2021-07-25,181,6634,1,Tech Enthusiasts,7,July
23932,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,"0,14","$16.448,00","3,51",New York,2021-07-26,271,1513,9,Health & Wellness,7,July
23933,NexGen Systems,Social Media,Women 35-44,45 days,Instagram,"0,02","$9.133,00","5,01",Los Angeles,2021-07-27,609,9479,2,Health & Wellness,7,July
23934,Alpha Innovations,Display,Men 25-34,45 days,Website,"0,08","$15.661,00","7,49",Miami,2021-07-28,369,6849,6,Outdoor Adventurers,7,July
23935,DataTech Solutions,Social Media,Men 18-24,45 days,Website,"0,09","$5.372,00","4,23",New York,2021-07-29,236,7605,10,Foodies,7,July
23936,NexGen Systems,Email,Men 18-24,45 days,Email,"0,08","$17.221,00","7,07",Chicago,2021-07-30,320,2646,6,Foodies,7,July
23937,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,"0,01","$12.324,00","4,93",Chicago,2021-07-31,658,6901,3,Tech Enthusiasts,7,July
24272,TechCorp,Social Media,Men 25-34,15 days,Instagram,"0,08","$16.269,00","7,07",Los Angeles,2021-07-01,371,6286,3,Fashionistas,7,July
24273,Alpha Innovations,Email,All Ages,15 days,Email,"0,14","$7.995,00","6,12",Miami,2021-07-02,404,9553,9,Foodies,7,July
24274,Alpha Innovations,Social Media,All Ages,60 days,Instagram,"0,03","$18.462,00","3,53",Houston,2021-07-03,972,3332,8,Health & Wellness,7,July
24275,DataTech Solutions,Social Media,Men 18-24,60 days,Facebook,"0,06","$18.815,00","4,18",Miami,2021-07-04,995,7487,2,Tech Enthusiasts,7,July
24276,TechCorp,Social Media,Men 18-24,45 days,Instagram,"0,11","$10.037,00","5,74",Chicago,2021-07-05,514,9630,4,Fashionistas,7,July
24277,DataTech Solutions,Search,All Ages,15 days,Instagram,"0,09","$17.761,00","2,01",Houston,2021-07-06,998,9052,4,Fashionistas,7,July
24278,Innovate Industries,Email,Men 18-24,30 days,YouTube,"0,02","$16.012,00","7,69",Chicago,2021-07-07,727,7282,4,Fashionistas,7,July
24279,Alpha Innovations,Influencer,Women 35-44,45 days,YouTube,"0,04","$16.103,00","2,52",Miami,2021-07-08,238,7530,5,Tech Enthusiasts,7,July
24280,NexGen Systems,Social Media,Men 18-24,30 days,Instagram,"0,07","$14.550,00","2,78",Los Angeles,2021-07-09,258,2280,10,Foodies,7,July
24281,TechCorp,Display,Women 35-44,30 days,Google Ads,"0,05","$8.846,00","2,81",Los Angeles,2021-07-10,331,4545,10,Tech Enthusiasts,7,July
24282,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,"0,1","$17.437,00","2,95",Miami,2021-07-11,155,5398,8,Outdoor Adventurers,7,July
24283,Alpha Innovations,Email,Women 35-44,45 days,Email,"0,09","$18.802,00","3,1",Miami,2021-07-12,543,2167,10,Outdoor Adventurers,7,July
24284,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,"0,11","$12.111,00","6,79",Los Angeles,2021-07-13,212,2017,2,Fashionistas,7,July
24285,DataTech Solutions,Display,Women 25-34,15 days,Website,"0,15","$9.583,00","4,5",New York,2021-07-14,355,8768,4,Foodies,7,July
24286,TechCorp,Influencer,Women 25-34,30 days,Website,"0,1","$19.906,00","6,05",Miami,2021-07-15,500,6973,10,Health & Wellness,7,July
24287,Alpha Innovations,Search,Women 25-34,45 days,Email,"0,11","$10.982,00","6,19",Miami,2021-07-16,530,3778,7,Tech Enthusiasts,7,July
24288,TechCorp,Email,Men 18-24,60 days,Instagram,"0,06","$18.346,00","5,98",New York,2021-07-17,362,3022,2,Fashionistas,7,July
24289,Alpha Innovations,Social Media,Men 18-24,15 days,Email,"0,04","$9.769,00","5,63",Los Angeles,2021-07-18,364,4826,10,Health & Wellness,7,July
24290,Alpha Innovations,Influencer,All Ages,60 days,Email,"0,03","$19.577,00","3,87",Chicago,2021-07-19,829,3850,3,Foodies,7,July
24291,Innovate Industries,Email,Women 35-44,30 days,Email,"0,08","$11.490,00","2,47",Chicago,2021-07-20,603,5851,5,Health & Wellness,7,July
24292,DataTech Solutions,Influencer,All Ages,15 days,Facebook,"0,08","$11.821,00","3,69",Miami,2021-07-21,482,6777,6,Tech Enthusiasts,7,July
24293,TechCorp,Search,Women 25-34,45 days,YouTube,"0,02","$19.135,00","2,52",Houston,2021-07-22,739,2367,8,Outdoor Adventurers,7,July
24294,TechCorp,Email,Women 25-34,60 days,Facebook,"0,14","$10.009,00","7,5",Chicago,2021-07-23,366,2739,1,Fashionistas,7,July
24295,DataTech Solutions,Social Media,Women 25-34,15 days,Facebook,"0,03","$16.498,00","7,08",Los Angeles,2021-07-24,335,6975,9,Health & Wellness,7,July
24296,Innovate Industries,Email,Men 25-34,30 days,YouTube,"0,08","$14.489,00","4,76",New York,2021-07-25,999,6560,2,Health & Wellness,7,July
24297,Innovate Industries,Email,All Ages,60 days,YouTube,"0,08","$5.047,00","2,16",Chicago,2021-07-26,465,2140,5,Fashionistas,7,July
24298,DataTech Solutions,Display,Women 35-44,15 days,YouTube,"0,03","$11.772,00","7,29",Chicago,2021-07-27,346,8006,6,Foodies,7,July
24299,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,"0,11","$19.274,00","6,66",Houston,2021-07-28,216,6468,4,Tech Enthusiasts,7,July
24300,TechCorp,Influencer,Women 35-44,45 days,Instagram,"0,05","$9.908,00","4,24",Miami,2021-07-29,934,8734,8,Foodies,7,July
24301,NexGen Systems,Social Media,Women 35-44,60 days,Instagram,"0,08","$19.104,00","6,42",New York,2021-07-30,903,4840,1,Fashionistas,7,July
24302,NexGen Systems,Display,Men 18-24,30 days,YouTube,"0,02","$8.119,00","3,48",Los Angeles,2021-07-31,912,3899,2,Outdoor Adventurers,7,July
24637,Alpha Innovations,Social Media,Men 18-24,60 days,Email,"0,14","$19.202,00","6,32",Miami,2021-07-01,376,2356,2,Health & Wellness,7,July
24638,Alpha Innovations,Social Media,All Ages,60 days,Website,"0,12","$19.898,00","3,36",Houston,2021-07-02,842,7170,3,Health & Wellness,7,July
24639,NexGen Systems,Search,Women 25-34,15 days,Instagram,"0,08","$9.221,00","4,44",Houston,2021-07-03,884,9114,8,Foodies,7,July
24640,Innovate Industries,Email,Women 25-34,30 days,Email,"0,08","$5.135,00","3,5",Miami,2021-07-04,228,4744,8,Tech Enthusiasts,7,July
24641,Innovate Industries,Email,Men 25-34,30 days,Email,"0,08","$8.245,00","5,2",Miami,2021-07-05,155,4307,3,Tech Enthusiasts,7,July
24642,DataTech Solutions,Search,Men 25-34,15 days,Website,"0,07","$11.517,00","6,92",New York,2021-07-06,607,5077,8,Foodies,7,July
24643,Innovate Industries,Display,Men 25-34,60 days,Instagram,"0,07","$16.416,00","3,56",Los Angeles,2021-07-07,684,2558,7,Tech Enthusiasts,7,July
24644,NexGen Systems,Search,Women 35-44,60 days,Instagram,"0,04","$17.300,00","2,89",Houston,2021-07-08,732,2187,1,Tech Enthusiasts,7,July
24645,DataTech Solutions,Email,Men 18-24,45 days,YouTube,"0,15","$10.959,00","3,51",Miami,2021-07-09,353,4519,4,Outdoor Adventurers,7,July
24646,DataTech Solutions,Search,All Ages,15 days,YouTube,"0,07","$13.371,00","7,6",New York,2021-07-10,355,8674,7,Outdoor Adventurers,7,July
24647,Innovate Industries,Social Media,Women 35-44,45 days,Google Ads,"0,09","$5.550,00","4,88",Houston,2021-07-11,263,1149,3,Health & Wellness,7,July
24648,DataTech Solutions,Social Media,Men 18-24,30 days,YouTube,"0,09","$12.380,00","6,2",New York,2021-07-12,434,5844,2,Tech Enthusiasts,7,July
24649,NexGen Systems,Search,Men 18-24,15 days,YouTube,"0,04","$7.704,00","6,57",Houston,2021-07-13,232,9252,2,Outdoor Adventurers,7,July
24650,TechCorp,Email,Men 25-34,15 days,YouTube,"0,09","$8.455,00","2,97",Houston,2021-07-14,422,8217,7,Fashionistas,7,July
24651,Innovate Industries,Email,Men 25-34,30 days,Website,"0,1","$19.190,00","7,77",Chicago,2021-07-15,822,3534,6,Fashionistas,7,July
24652,DataTech Solutions,Email,Men 25-34,15 days,YouTube,"0,05","$9.515,00",3,New York,2021-07-16,583,4723,3,Health & Wellness,7,July
24653,TechCorp,Email,Women 25-34,30 days,Facebook,"0,05","$8.438,00","4,48",Miami,2021-07-17,946,1694,6,Outdoor Adventurers,7,July
24654,Innovate Industries,Display,Men 18-24,15 days,Google Ads,"0,13","$16.697,00","5,16",New York,2021-07-18,233,8104,2,Tech Enthusiasts,7,July
24655,DataTech Solutions,Search,Men 25-34,45 days,Website,"0,1","$5.459,00","4,48",New York,2021-07-19,901,5539,8,Health & Wellness,7,July
24656,NexGen Systems,Search,All Ages,60 days,Facebook,"0,13","$10.789,00","2,32",New York,2021-07-20,248,5223,1,Fashionistas,7,July
24657,Innovate Industries,Search,Women 35-44,60 days,Facebook,"0,15","$11.027,00","5,31",Miami,2021-07-21,518,4722,7,Tech Enthusiasts,7,July
24658,Innovate Industries,Social Media,Men 25-34,45 days,Website,"0,06","$9.678,00","3,9",Houston,2021-07-22,334,3325,5,Health & Wellness,7,July
24659,DataTech Solutions,Email,All Ages,15 days,Website,"0,13","$19.672,00","3,41",New York,2021-07-23,535,1561,3,Foodies,7,July
24660,Innovate Industries,Email,Men 25-34,15 days,YouTube,"0,02","$7.441,00","3,95",Los Angeles,2021-07-24,734,5908,5,Health & Wellness,7,July
24661,DataTech Solutions,Email,Women 35-44,15 days,Website,"0,11","$19.524,00","6,88",Chicago,2021-07-25,589,2004,8,Foodies,7,July
24662,Innovate Industries,Search,Women 35-44,60 days,Website,"0,02","$14.539,00","4,25",Miami,2021-07-26,329,2918,2,Fashionistas,7,July
24663,DataTech Solutions,Display,All Ages,30 days,Google Ads,"0,02","$9.782,00","5,96",Los Angeles,2021-07-27,571,8304,9,Foodies,7,July
24664,TechCorp,Influencer,All Ages,30 days,Facebook,"0,05","$16.480,00","4,65",Miami,2021-07-28,238,3939,7,Tech Enthusiasts,7,July
24665,Innovate Industries,Email,Men 25-34,15 days,Google Ads,"0,1","$11.570,00","3,53",Houston,2021-07-29,387,6384,7,Health & Wellness,7,July
24666,DataTech Solutions,Display,Women 35-44,15 days,Facebook,"0,1","$16.737,00","7,79",Houston,2021-07-30,799,4025,8,Foodies,7,July
24667,NexGen Systems,Social Media,Men 18-24,15 days,YouTube,"0,02","$13.874,00","5,82",Los Angeles,2021-07-31,518,3719,4,Outdoor Adventurers,7,July
25002,Alpha Innovations,Social Media,All Ages,15 days,Facebook,"0,1","$16.913,00","5,75",Houston,2021-07-01,824,5023,3,Foodies,7,July
25003,Innovate Industries,Search,Men 25-34,15 days,Facebook,"0,1","$15.131,00","2,62",Los Angeles,2021-07-02,296,5143,6,Health & Wellness,7,July
25004,Alpha Innovations,Email,Women 25-34,15 days,Google Ads,"0,14","$11.403,00","6,56",New York,2021-07-03,419,5770,4,Foodies,7,July
25005,TechCorp,Search,Women 35-44,60 days,YouTube,"0,07","$13.074,00","6,61",Miami,2021-07-04,702,6410,1,Outdoor Adventurers,7,July
25006,TechCorp,Social Media,Women 25-34,45 days,Website,"0,09","$11.518,00","5,15",New York,2021-07-05,719,2484,6,Fashionistas,7,July
25007,NexGen Systems,Influencer,Women 35-44,60 days,YouTube,"0,14","$14.889,00","5,1",New York,2021-07-06,936,6741,9,Foodies,7,July
25008,DataTech Solutions,Display,Men 25-34,45 days,Email,"0,1","$17.602,00","7,58",Los Angeles,2021-07-07,266,6605,10,Health & Wellness,7,July
25009,NexGen Systems,Email,Men 25-34,60 days,Website,"0,03","$19.465,00","7,98",Chicago,2021-07-08,981,9512,7,Foodies,7,July
25010,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,"0,09","$5.077,00","4,88",Los Angeles,2021-07-09,297,2270,10,Fashionistas,7,July
25011,TechCorp,Email,Women 25-34,45 days,Google Ads,"0,02","$5.993,00","4,53",Miami,2021-07-10,282,1073,4,Foodies,7,July
25012,Innovate Industries,Search,Men 18-24,15 days,Facebook,"0,02","$6.608,00","4,31",Houston,2021-07-11,114,7326,10,Outdoor Adventurers,7,July
25013,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,"0,1","$11.888,00","5,21",Houston,2021-07-12,866,9966,9,Health & Wellness,7,July
25014,Alpha Innovations,Search,Women 35-44,60 days,Instagram,"0,02","$6.015,00","5,36",New York,2021-07-13,289,3076,5,Foodies,7,July
25015,Alpha Innovations,Display,Women 25-34,15 days,YouTube,"0,07","$12.504,00","7,2",Miami,2021-07-14,621,4623,6,Fashionistas,7,July
25016,DataTech Solutions,Email,Women 25-34,45 days,Email,"0,14","$19.110,00","3,1",Houston,2021-07-15,935,9137,2,Fashionistas,7,July
25017,NexGen Systems,Email,All Ages,15 days,Website,"0,11","$6.801,00","5,21",Los Angeles,2021-07-16,540,2040,2,Foodies,7,July
25018,TechCorp,Search,All Ages,30 days,Website,"0,11","$14.150,00","4,87",Miami,2021-07-17,240,1172,6,Fashionistas,7,July
25019,DataTech Solutions,Social Media,Women 25-34,30 days,Website,"0,12","$6.182,00","5,11",Miami,2021-07-18,460,2014,9,Fashionistas,7,July
25020,DataTech Solutions,Email,Men 18-24,30 days,Website,"0,04","$10.443,00","5,94",Miami,2021-07-19,915,9374,5,Outdoor Adventurers,7,July
25021,Alpha Innovations,Social Media,Men 18-24,15 days,Google Ads,"0,1","$14.935,00","2,17",Los Angeles,2021-07-20,483,4556,3,Tech Enthusiasts,7,July
25022,NexGen Systems,Social Media,Women 25-34,15 days,Website,"0,01","$13.001,00","3,38",New York,2021-07-21,218,8667,7,Health & Wellness,7,July
25023,Alpha Innovations,Influencer,All Ages,15 days,YouTube,"0,01","$6.905,00","6,78",Houston,2021-07-22,360,9867,7,Outdoor Adventurers,7,July
25024,Alpha Innovations,Email,Men 25-34,15 days,Website,"0,11","$16.440,00","4,17",Miami,2021-07-23,159,6067,9,Fashionistas,7,July
25025,Alpha Innovations,Social Media,All Ages,60 days,Instagram,"0,07","$14.839,00","4,45",Chicago,2021-07-24,933,5489,7,Fashionistas,7,July
25026,Alpha Innovations,Influencer,All Ages,45 days,YouTube,"0,07","$19.480,00","4,9",Chicago,2021-07-25,525,4874,3,Outdoor Adventurers,7,July
25027,TechCorp,Display,Men 18-24,45 days,YouTube,"0,13","$19.904,00","2,71",Miami,2021-07-26,295,9512,4,Health & Wellness,7,July
25028,TechCorp,Influencer,Women 35-44,45 days,Instagram,"0,15","$13.492,00","2,78",Miami,2021-07-27,399,9397,3,Outdoor Adventurers,7,July
25029,TechCorp,Email,Men 25-34,15 days,Email,"0,04","$11.064,00","3,81",Chicago,2021-07-28,132,5695,6,Fashionistas,7,July
25030,Innovate Industries,Display,Men 25-34,15 days,Instagram,"0,03","$5.417,00","2,11",Houston,2021-07-29,899,9261,2,Foodies,7,July
25031,DataTech Solutions,Search,All Ages,45 days,Instagram,"0,06","$13.812,00","7,06",New York,2021-07-30,400,1584,10,Outdoor Adventurers,7,July
25032,NexGen Systems,Email,Men 18-24,45 days,Facebook,"0,08","$10.195,00","4,66",Houston,2021-07-31,699,8094,5,Foodies,7,July
25367,NexGen Systems,Social Media,Women 25-34,30 days,Email,"0,12","$14.131,00","3,53",Houston,2021-07-01,146,8667,8,Health & Wellness,7,July
25368,Alpha Innovations,Social Media,Men 18-24,45 days,Google Ads,"0,13","$6.789,00","4,75",Miami,2021-07-02,495,3886,5,Fashionistas,7,July
25369,NexGen Systems,Search,Women 35-44,45 days,Email,"0,02","$6.505,00","6,98",Los Angeles,2021-07-03,706,5591,9,Health & Wellness,7,July
25370,Alpha Innovations,Email,Men 18-24,30 days,Facebook,"0,07","$12.423,00","3,26",New York,2021-07-04,218,5492,4,Health & Wellness,7,July
25371,NexGen Systems,Display,Men 25-34,45 days,Instagram,"0,1","$14.211,00","5,16",Miami,2021-07-05,578,7946,1,Tech Enthusiasts,7,July
25372,Innovate Industries,Email,Women 35-44,60 days,Instagram,"0,12","$19.267,00","5,4",Chicago,2021-07-06,444,6873,2,Health & Wellness,7,July
25373,TechCorp,Search,Men 25-34,60 days,YouTube,"0,11","$9.986,00","3,55",Miami,2021-07-07,349,4555,5,Health & Wellness,7,July
25374,NexGen Systems,Social Media,All Ages,45 days,Instagram,"0,05","$6.349,00","2,33",Houston,2021-07-08,637,5252,6,Tech Enthusiasts,7,July
25375,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,"0,03","$14.934,00","5,86",Chicago,2021-07-09,483,1015,8,Outdoor Adventurers,7,July
25376,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,"0,04","$15.414,00","6,74",Houston,2021-07-10,142,8216,2,Foodies,7,July
25377,Alpha Innovations,Influencer,Men 18-24,60 days,Website,"0,12","$15.462,00","7,02",Chicago,2021-07-11,710,6756,7,Fashionistas,7,July
25378,TechCorp,Influencer,All Ages,45 days,Instagram,"0,09","$11.466,00","5,88",Chicago,2021-07-12,111,6068,1,Tech Enthusiasts,7,July
25379,Innovate Industries,Search,Men 25-34,60 days,Instagram,"0,05","$17.384,00","2,59",Los Angeles,2021-07-13,157,1077,7,Foodies,7,July
25380,Alpha Innovations,Influencer,Women 35-44,45 days,Website,"0,02","$16.594,00","2,08",Los Angeles,2021-07-14,883,3975,4,Fashionistas,7,July
25381,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,"0,1","$13.935,00","2,76",New York,2021-07-15,717,3564,1,Tech Enthusiasts,7,July
25382,TechCorp,Influencer,Women 25-34,45 days,Email,"0,04","$6.077,00","2,66",Miami,2021-07-16,856,3564,7,Fashionistas,7,July
25383,Alpha Innovations,Display,Women 25-34,60 days,Instagram,"0,15","$7.249,00","5,07",Chicago,2021-07-17,596,7679,7,Tech Enthusiasts,7,July
25384,DataTech Solutions,Search,All Ages,60 days,Google Ads,"0,14","$11.954,00","5,46",Los Angeles,2021-07-18,516,3895,1,Fashionistas,7,July
25385,NexGen Systems,Social Media,Men 18-24,45 days,Instagram,"0,05","$12.899,00","7,31",New York,2021-07-19,847,7868,10,Foodies,7,July
25386,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,"0,12","$9.282,00","6,82",Chicago,2021-07-20,884,4266,1,Tech Enthusiasts,7,July
25387,NexGen Systems,Search,Men 18-24,60 days,Email,"0,12","$6.643,00","5,65",New York,2021-07-21,630,5085,8,Outdoor Adventurers,7,July
25388,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,"0,01","$9.556,00","6,7",Los Angeles,2021-07-22,954,2162,7,Tech Enthusiasts,7,July
25389,TechCorp,Display,Women 35-44,30 days,Google Ads,"0,15","$12.903,00","3,62",Houston,2021-07-23,567,1638,3,Outdoor Adventurers,7,July
25390,TechCorp,Display,Women 25-34,60 days,Instagram,"0,07","$7.690,00","5,7",Miami,2021-07-24,572,1795,6,Foodies,7,July
25391,Alpha Innovations,Display,Men 18-24,15 days,Website,"0,04","$15.983,00","3,98",Chicago,2021-07-25,518,3547,5,Foodies,7,July
25392,DataTech Solutions,Social Media,Women 35-44,60 days,YouTube,"0,03","$7.145,00","7,58",Houston,2021-07-26,233,3985,9,Health & Wellness,7,July
25393,NexGen Systems,Social Media,Men 25-34,30 days,Email,"0,13","$16.719,00","2,3",Miami,2021-07-27,887,5689,5,Health & Wellness,7,July
25394,DataTech Solutions,Display,All Ages,60 days,Email,"0,03","$8.956,00","2,3",Los Angeles,2021-07-28,422,1602,6,Fashionistas,7,July
25395,DataTech Solutions,Search,Men 25-34,60 days,Google Ads,"0,03","$12.969,00","3,29",Miami,2021-07-29,395,6086,9,Foodies,7,July
25396,TechCorp,Display,Men 25-34,15 days,YouTube,"0,08","$17.377,00","7,51",Los Angeles,2021-07-30,298,2885,2,Tech Enthusiasts,7,July
25397,Innovate Industries,Influencer,Women 25-34,30 days,Facebook,"0,13","$14.132,00","2,13",Los Angeles,2021-07-31,377,2369,4,Foodies,7,July
25732,Innovate Industries,Search,Women 35-44,30 days,Facebook,"0,04","$14.994,00","2,95",Chicago,2021-07-01,805,2671,6,Health & Wellness,7,July
25733,NexGen Systems,Display,Men 18-24,60 days,Instagram,"0,05","$13.219,00","2,21",Los Angeles,2021-07-02,706,5853,2,Fashionistas,7,July
25734,DataTech Solutions,Search,Men 18-24,60 days,Facebook,"0,04","$8.857,00","2,27",Houston,2021-07-03,443,2020,3,Tech Enthusiasts,7,July
25735,TechCorp,Search,Women 25-34,60 days,Instagram,"0,02","$5.876,00","7,34",Houston,2021-07-04,257,3956,2,Outdoor Adventurers,7,July
25736,DataTech Solutions,Display,Men 25-34,30 days,Instagram,"0,07","$19.290,00","3,17",Chicago,2021-07-05,629,3333,2,Foodies,7,July
25737,TechCorp,Search,All Ages,30 days,Website,"0,14","$19.507,00","5,04",New York,2021-07-06,597,1459,6,Outdoor Adventurers,7,July
25738,NexGen Systems,Influencer,Women 25-34,45 days,Email,"0,08","$19.723,00","2,29",Houston,2021-07-07,420,6246,3,Health & Wellness,7,July
25739,TechCorp,Display,Men 18-24,30 days,Facebook,"0,07","$7.326,00","6,87",Houston,2021-07-08,522,9733,8,Health & Wellness,7,July
25740,Innovate Industries,Display,Women 35-44,30 days,Google Ads,"0,03","$7.440,00","7,5",Miami,2021-07-09,833,3397,2,Foodies,7,July
25741,Innovate Industries,Social Media,Women 25-34,45 days,Facebook,"0,13","$9.520,00","2,97",Chicago,2021-07-10,815,4938,5,Foodies,7,July
25742,DataTech Solutions,Social Media,Men 25-34,60 days,Google Ads,"0,09","$17.778,00","2,66",Miami,2021-07-11,185,9969,10,Fashionistas,7,July
25743,Innovate Industries,Email,Women 35-44,15 days,Google Ads,"0,04","$14.649,00","5,87",Los Angeles,2021-07-12,968,7608,10,Health & Wellness,7,July
25744,Innovate Industries,Display,All Ages,45 days,YouTube,"0,08","$19.812,00","6,13",Houston,2021-07-13,939,8025,8,Foodies,7,July
25745,DataTech Solutions,Email,Men 18-24,30 days,Email,"0,02","$11.656,00","5,21",Chicago,2021-07-14,500,5776,10,Health & Wellness,7,July
